,访问时间,地域,来源,入口页面,搜索词,访问IP,访客标识码,访问时长,访问页数,最后停留在,上一次访问时间,访问类型,访问频次,操作系统,网络服务商,浏览器,语言环境,屏幕分辨率,屏幕颜色,Flash版本,是否支持Cookie,是否支持JAVA,打开时间,停留时长,页面地址
您在使用百度统计服务过程中看到搜索词或者关键词，仅能用于站长的SEO或SEM优化，不得用于其他商业用途或者不正当用途。,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 16:50,18s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 16:50,17s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 16:50,216s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 16:54,7s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 16:54,73s,https://lingdu990130556.github.io/vuepress-lingdu-v2
127,2023/6/2 15:57,合肥,https://gitee.com/lingdu_dou/vuepress-lingdu-v2/pages,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,24s,4,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,2023/6/2 15:54,老访客,17,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 15:57,4s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 15:57,5s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 15:57,14s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 15:57,未知,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
128,2023/6/2 15:54,合肥,直接访问,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,32s,2,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 15:14,老访客,16,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 15:54,16s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 15:54,16s,https://lingdu990130556.github.io/vuepress-lingdu-v2
129,2023/6/2 15:15,合肥,http://linchenggu.gitee.io,https://lingdu990130556.github.io/doc-page,--,36.7.136.126,2.16645E+18,120s,1,https://lingdu990130556.github.io/doc-page,首次访问,新访客,1,Win 10,,Google Chrome,中文(简体),1920x1080,24-bit,,支持,不支持,2023/6/2 15:15,120s,https://lingdu990130556.github.io/doc-page
130,2023/6/2 15:14,合肥,直接访问,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,502s,3,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 15:04,老访客,15,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 15:14,44s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 15:14,290s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 15:19,166s,https://lingdu990130556.github.io/vuepress-lingdu-v2
131,2023/6/2 15:04,合肥,直接访问,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,120s,1,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,2023/6/2 14:41,老访客,14,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 15:04,120s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
132,2023/6/2 14:41,合肥,https://github.com/lingdu990130556/vuepress-lingdu-v2/settings/pages,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,310s,12,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 14:22,老访客,13,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 14:41,5s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:41,11s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:41,26s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:42,4s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:42,3s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:42,9s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:42,14s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:42,31s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:43,46s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:44,32s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:44,97s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 14:46,25s,https://lingdu990130556.github.io/vuepress-lingdu-v2
133,2023/6/2 14:22,合肥,直接访问,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,120s,1,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,2023/6/2 14:21,老访客,12,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 14:22,120s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
134,2023/6/2 14:21,合肥,https://github.com/lingdu990130556/vuepress-lingdu-v2/settings/pages,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,未知,1,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 10:02,老访客,11,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 14:21,未知,https://lingdu990130556.github.io/vuepress-lingdu-v2
135,2023/6/2 10:02,合肥,https://github.com/lingdu990130556/vuepress-lingdu-v2/settings/pages,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,120s,1,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 9:53,老访客,10,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 10:02,120s,https://lingdu990130556.github.io/vuepress-lingdu-v2
136,2023/6/2 9:53,合肥,直接访问,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,11s,1,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 9:52,老访客,9,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:53,11s,https://lingdu990130556.github.io/vuepress-lingdu-v2
137,2023/6/2 9:52,合肥,直接访问,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,未知,1,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,2023/6/2 9:49,老访客,8,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:52,未知,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
138,2023/6/2 9:49,合肥,直接访问,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,196s,5,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 9:49,老访客,7,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:49,9s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:49,6s,https://lingdu990130556.github.io/vuepress-lingdu-v2/space
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:49,35s,https://lingdu990130556.github.io/vuepress-lingdu-v2/space
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:51,32s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:52,20s,https://lingdu990130556.github.io/vuepress-lingdu-v2
139,2023/6/2 9:49,合肥,直接访问,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,未知,1,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,2023/6/2 9:47,老访客,6,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:49,未知,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
140,2023/6/2 9:47,合肥,http://localhost:8080,https://lingdu990130556.github.io/vuepress-lingdu-v2/html/huaban/index.html,--,60.166.104.192,2.12332E+18,31s,2,https://lingdu990130556.github.io/vuepress-lingdu-v2/html/huaban/index.html,2023/6/2 9:45,老访客,5,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:47,12s,https://lingdu990130556.github.io/vuepress-lingdu-v2/html/huaban/index.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:47,12s,https://lingdu990130556.github.io/vuepress-lingdu-v2/html/huaban/index.html
141,2023/6/2 9:45,合肥,http://localhost:8080,http://lingdu_dou.gitee.io/vuepress-lingdu-v2/html/huaban/index.html,--,60.166.104.192,2.12332E+18,131s,1,http://lingdu_dou.gitee.io/vuepress-lingdu-v2/html/huaban/index.html,2023/6/2 9:25,老访客,4,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:45,131s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2/html/huaban/index.html
142,2023/6/2 9:25,合肥,https://gitee.com/lingdu_dou/vuepress-lingdu-v2/pages,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,914s,3,http://lingdu_dou.gitee.io/vuepress-lingdu-v2/bookmark,2023/6/2 9:06,老访客,3,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:25,4s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:25,13s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:25,879s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2/bookmark
143,2023/6/2 9:06,合肥,直接访问,https://lingdu990130556.github.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,672s,5,https://lingdu990130556.github.io/vuepress-lingdu-v2,2023/6/2 8:28,老访客,2,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 9:06,24s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:06,144s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:08,135s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:11,234s,https://lingdu990130556.github.io/vuepress-lingdu-v2
,,,,,,,,,,,,,,,,,,,,,,,2023/6/2 9:15,134s,https://lingdu990130556.github.io/vuepress-lingdu-v2
144,2023/6/2 8:28,合肥,直接访问,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,60.166.104.192,2.12332E+18,120s,1,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,2023/6/2 8:28,老访客,1,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/2 8:28,120s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
145,2023/6/2 3:50,合肥,直接访问,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,--,112.32.50.160,1.89976E+18,620s,1,http://lingdu_dou.gitee.io/vuepress-lingdu-v2,2023/5/29 19:06,老访客,1,Android 12.0,移动,微信浏览器,中文(简体),,24-bit,,支持,不支持,2023/6/2 3:50,620s,http://lingdu_dou.gitee.io/vuepress-lingdu-v2
48,2023/6/1 17:53,合肥,直接访问,http://lingdu_dou.gitee.io,--,60.166.104.192,2.12E+18,120s,2,http://lingdu_dou.gitee.io,2023/6/1 16:12,老访客,3,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/1 17:53,120s,http://lingdu_dou.gitee.io
49,2023/6/1 16:12,合肥,直接访问,http://lingdu_dou.gitee.io,--,60.166.104.192,2.12E+18,6s,2,http://lingdu_dou.gitee.io/lingdu,2023/6/1 10:29,老访客,2,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/1 16:12,6s,http://lingdu_dou.gitee.io/lingdu
50,2023/6/1 10:29,合肥,直接访问,http://lingdu_dou.gitee.io,--,60.166.104.192,2.12E+18,18s,2,http://lingdu_dou.gitee.io,2023/6/1 10:29,老访客,1,Win 10,电信,Google Chrome,中文(简体),,24-bit,,支持,不支持,2023/6/1 10:29,18s,http://lingdu_dou.gitee.io
